,city,country,lat,lng,temp,humidity,cloudiness,wind_speed
472,lagoa,pt,49.543487419762904,-31.35433909851576,46.42,100,92,11.56
473,kuryk,kz,42.55506740477235,50.65547579203967,45.16,100,36,18.16
474,nabire,id,-3.218824591201279,137.06590562313292,73.33,94,88,2.95
475,entre rios,bo,-20.725059951805232,-64.27524545656223,67.84,100,88,2.28
476,adrar,dz,28.571148252206804,-3.7563732256787485,43.9,49,0,6.2
477,shahr-e babak,ir,29.968689394806695,55.58819284772949,51.28,50,56,12.91
478,finschhafen,pg,-7.438254210354993,148.24400554760732,80.71,100,76,1.72
479,harper,lr,-2.0301628762477386,-9.929856135259186,80.53,100,0,7.54
480,pueblo nuevo,mx,23.117597505993118,-105.31969595643668,56.86,63,0,1.05
481,yirol,sd,6.8678762360152685,32.348912661906674,83.23,58,80,13.02
482,taupo,nz,-38.78007048596725,176.00890330193047,55.6,92,68,10.56
483,sena madureira,br,-9.500587127699076,-68.48353935362175,73.24,98,12,2.17
484,elko,us,39.039267253617425,-115.7576105947549,32,94,88,6.93
485,ko samui,th,9.732197482652628,99.70145173269391,87.8,66,20,6.93
486,poum,nc,-21.507480120675055,160.3992632018819,82.06,99,0,5.64
487,mineiros,br,-18.603157389230237,-52.78938461707064,67.84,96,56,3.29
488,charlottesville,us,37.65628564379528,-78.535646524135,31.21,63,1,1.95
489,yatou,cn,35.23649887478112,122.24050951827105,45.79,96,44,13.35
490,tanete,id,-6.286414627245721,120.5938155536187,81.34,100,88,4.74
491,concordia,ar,-31.062851924108486,-58.07246740167433,70.99,82,44,11.68
492,mackenzie,ca,56.361501668453485,-122.42512394771087,30.49,79,68,2.39
493,aswan,eg,22.151375582698314,30.696310675486615,68.47,40,0,12.35
494,nelson bay,au,-34.09769129269311,154.07511475638702,75.4,100,0,12.57
495,hualmay,pe,-16.027038111688245,-85.52150598318865,71.8,100,68,16.6
496,ferme-neuve,ca,48.181064858642586,-75.31056049793132,5.65,47,48,11.45
497,solovetskiy,ru,65.92270237913996,35.56693036797606,12.94,91,24,1.28
498,menongue,ao,-13.25928926871914,18.733546701193,62.89,100,92,3.96
499,coxim,br,-17.98867494240895,-54.338370710426084,75.04,87,44,4.74
